name,address
Betal Engineering P.L.C,Doors and Window Aluminum Suppliers and Shatter work City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Addis Sefer Kebele: 10/18 Direction: Behind Total Gas Station   Building:   Branch:   Flat: Phone: +251-11-4420557
Tena Pharmacy,Pharmacy Working Hour: 8:00AM-9:00PM Mon-Sun  City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Addis Sefer Kebele: 01 Direction: Around Abyssinia College   Building:   Branch:   Flat: Phone: +251-11-4431344
Amanuel Pharmacy,Pharmacy City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Addis Sefer Kebele: 01 Direction: Around Adey Abeba   Building:   Branch:   Flat: Phone: +251-91-3645612
Sheger Drug Store,Drug Store Working Hour: 8:00Am-10:00Pm  City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Addis Sefer Kebele: 01 Direction: Around 29.no Bus Station   Building:   Branch:   Flat: Phone: +251-11-4409534
Kedist Kidan mehret School,Primary School City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Addis Sefer Kebele: 01 Direction: Near Kidan mehretChurch   Building:   Branch:   Flat: Phone: +251-11-4432175
Mekrez Charity Organization,NGO City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Addis Sefer Kebele: 01 Direction: Around Habesha Hotel   Building:   Branch:   Flat: Phone: +251-91-3144257
World Learning INC,NGO City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Addis Sefer Kebele: 01 Direction: Around Total   Building:   Branch:   Flat: Phone: +251-11-4707681/83/85
Pastoralist Councern,Ngo City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Addis Sefer Kebele: 01 Direction: Inside Kem House Building   Building:   Branch:   Flat: Phone: +251-11-4426232/33
Bepana Business P.L.C,Construction Machinery Rent City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Addis Sefer Kebele: 01 Direction: Around Yared Building   Building:   Branch:   Flat: Phone: +251-11-4431393   +251-93-5401649   +251-91-2097478
Senoz Hotel,"Restaurant and Bar,Bedrooms City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Addis Sefer Kebele: 01 Direction: Around Bridge Hotel   House No.: 999999 Building:   Branch:   Flat: Phone: +251-11-4707182   +251-93-5981674"
Tipifaye Youth Academy,From kg-12 Grade City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Addis Sefer Kebele: 01 Direction: Around no 1 Habesha Hotel   Building:   Branch:   Flat: Phone: +251-11-4422105
Nifas Silk Lafto Kifle Ketema,Kifle Ketema Branch: Worda 9  City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Addis Sefer Kebele: 01 Direction: Around Kidane Mihret Church   Building:   Branch:   Flat: Phone: +251-11-4404074
Selam Baltna,Differnet kinds of Baltina Products City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Addis Sefer Kebele: 01 Direction: In front of Debub Global Bank   Building:   Branch:   Flat: Phone: +251-93-8424242
Wegagen Bank S.C,"International Money Transfer, Co-ordinating Office, Accept Deposit, Grant Loans Branch: Agaro Branch  City: Agaro City  Kifle Ketema: Agaro  Sefer: 05 Kebele Kebele: 05 Direction: In Side Haji Kamal Building   Building:   Branch:   Flat: Phone: 251-47-2211031/51   251-47-2211321 Fax: 251-47-2211499 P.O.Box 404"
School of Aygoda,From KG-12 Grade Branch: day Care   City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Addis Sefer Kebele: 01 Direction: Around Worda 9   Building:   Branch:   Flat: Phone: +251-91-1462195   +251-93-7999288
Daniel Pharamecy,Pharamecy City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Addis Sefer Kebele: 01 Direction: Around Sadeho Clinic   Building:   Branch:   Flat: Phone: +251-91-1475931
2M Traditional Clothe Shop,Traditional Clothe Shop City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Addis Sefer Kebele: 01 Direction: Around Shedeho Clinic   Building:   Branch:   Flat: Phone: +251-91-1403571   +251-91-1880440
Tana Printing House,Printing House City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Addis Sefer Kebele: 01 Direction: Around Commercial Bank of Ethiopia Addis Sefer Branch   Building:   Branch:   Flat: Phone: +251-11-4424920
Shedeho Middle Clinic,Middle Clinic City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Addis Sefer Kebele: 01 Direction: Around Saris Cinema   Building:   Branch:   Flat: Phone: +251-91-1559399   +251-91-3148070
Adugna Pharmacy,Pharmacy City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Addis Sefer Kebele: 01 Direction: Aroud Tana Gebeya   Building:   Branch:   Flat: Phone: +251-11-4409534   +251-91-1144612
Aday Bet Wubet,Beauty Salon City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Addis Sefer Kebele: 01 Direction: Around Bridge Hotel   Building:   Branch:   Flat: Phone: +251-91-1806082
Mkdi Printing and Advertising,Printing and Advertising Work City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Addis Sefer Kebele: 01 Direction: In front of Noh Building   Building:   Branch:   Flat: Phone: +251-91-2615804
Hay Day Hotel,Hotel City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Addis Sefer Kebele: 01 Direction: In Front of Shedeho Middle Clinic   Building:   Branch:   Flat: Phone: +251-11-4707994
Awesan Industry P.L.C,Sock Factory City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Addis Sefer Kebele: 01 Direction: Around Ramse Shoe Factory   Building:   Branch:   Flat: Phone: +251-91-1257909
Tesfa Lidet Clinic,Clinic City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Addis Sefer Kebele: 01 Direction: Around Total   Building:   Branch:   Flat: Phone: +251-11-4431376
Birudas Trading,"kitchen cabinet,doors cupboard Factory City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Addis Sefer Kebele: 01 Direction: Behind Total   Building:   Branch:   Flat: Phone: +251-92-9903143   +251-91-1357700"
Heyday Hotel,Hotel City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Addis Sefer Kebele: 01 Direction: Around Adey Abeba Bridge Next to Sedo Clinic   Building:   Branch:   Flat: Phone: +251-11-4709089   +251-11-4708317
Abyssinia Transport,Bulk cargo City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Addis goma Kebele: 12/13 Direction: Inside Noh Technical Collage   Building:   Branch:   Flat: Phone: 251-11-4400988 Fax: 251-11-4422012
Tamrin International Trading P.L.C,"Sinotruk,Tractor,Genlyon Tractor,Auto Truck,Loder,Excavator,Roler,Picap,Trailer,Constructions Mashinery Import and Sesame,Soybean,Bean,Bean,Corn,Coffe Exporter City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Addis Sefer Kebele: 12/13 Direction: In front of Totla Gas Station   Building: Yared Building   Branch:   Flat: 1st Floor Phone: +251-11-4431444   +251-93-0102852   +251-91-1514445 Fax: +251-11-4431028 Website/Email: web:-www.tamrinittradingplc.com    tamrinint@gmaill.com"
Lewis Construction,Construction Machinery Rent and General Contractor City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Addis Sefer Kebele: 12/13 Direction: In front of Totla Gas Station   Building: Yared Building   Branch:   Flat: 4th Floor Phone: +251-11-4426182   +251-91-3178423
City Government of Addis Ababa Fire and Emergency Prevention and Resource Authority,Fire and Emergency Prevention Branch: Akaki Kality Branch   City: Addis Ababa City  Kifle Ketema: Akaki Kality  Sefer: Kality Total Kebele: 01/03 Direction: Around akaki Health Center In front of Deraretu Tulu School   Building:   Branch:   Flat: Phone: +251-11-4340096   +251-11-4342063   +251-11-4352276
Addis Ababa Water Supply & Sewerage Authority (Toilet Cleaning Service ),Toilet Cleaning Service City: Addis Ababa City  Kifle Ketema: Arada  Sefer: Piassa Kebele: 01/02 Direction: Around 3rd Police Station   Building:   Branch:   Flat: Phone: +251-11-1557251
Fana Broadcasting Corporate 98.1,News Agency Branch: Addis Taem Program   City: Addis Ababa City  Kifle Ketema: Bole  Sefer: Wolo Sefer Kebele: 01 Direction: Near Saudi Embassy   Building:   Branch:   Flat: Phone: +251-91-1965401   +251-91-1614917
Abyssinia Bank S.C,"Credit, Saving and Money Transfer Servieces Branch: Gofa Branch  City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Gofa Kebele: 03/04/05 Direction: In front of Zeleke Building   Building: Down Town Building   Branch:   Flat: Ground floor Phone: +251-11-4169540 Fax: +251-11-4169549 P.O.Box 12947 Website/Email: info@bankofabyssinia.com    www.bankofabyssinia.com"
Dashen Bank S.C,Visa Card Service - Deposits- Local & Money Transfer - Loans & Advances - Diaspora Account and Safe Deposit Locker Branch: Wolaita Sodo Branch  City: Wolayta Sodo City  Kifle Ketema: Wolayta Sodo  Sefer: Balto Hotel Kebele: - Direction: Around Baleto Hotel   Building:   Branch:   Flat: Phone: +251-46-5515223 Fax: +251-46-5515222 P.O.Box 223 Website/Email: wolaitasodo@dashenbannksc.com    www.dashenbanksc.com
flydubai,flydubai has three direct flights per week between Addis Ababa & Dubai Tuesday/Friday/Sunday Arrives 7: 00 pm Departs 7:45 pm For Further Inquiry : Please contact Addis Ababa office or your Travel Agency City: Addis Ababa City  Kifle Ketema: Bole  Sefer: Bole Medhanealem Kebele: 01 Direction: Near Bole High School   Building: Belen Building   Branch:   Flat: 2nd Floor Phone: +251-11-6670154/57   +251-93-0012099 Website/Email: web:-www.flydubai.com
Addis Ababa House Development Agency,House Development Agency City: Addis Ababa City  Kifle Ketema: Kirkos  Sefer: Olympia Kebele: 01/19 Direction: Around Greece School In front of Federal Express 100 Meter   Building:   Branch:   Flat: Phone: +251-11-8122367/84
Addis Ababa Medical and business Collage,"Nursing, Health Officer and Pharmacies by Diploma and Degree Program City: Addis Ababa City  Kifle Ketema: Arada  Sefer: Piassa Kebele: 01/02 Direction: Around Semen Hotel   Building:   Branch:   Flat: Phone: +251-11-1560005   +251-91-1506610"
Addis Ababa Network (PLHIV) Association,NGO City: Addis Ababa City  Kifle Ketema: Bole  Sefer: Hayhulet Mazoria Kebele: 01 Direction: Near Beteseb Hotel   Building:   Branch:   Flat: Phone: +251-11-8640459   +251-11-6613509
Addis Ababa City Appellant Court,Court City: Addis Ababa City  Kifle Ketema: Ledeta  Sefer: Goma Kutba Kebele: 01/18 Direction: Near Desalagen Hotel   Building:   Branch:   Flat: Phone: +251-11-5549416
Addis Ababa House Constraction Limat,Government Office City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Sar-Bet Kebele: 03/04/05 Direction: In side Road Autority building   Building:   Branch:   Flat: Phone: +251-11-3712338/39
Addis Ababa City Roads Authority,Roads Authority City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Sar-Bet Kebele: 01 Direction: Near Adams Pavilion Building   Building:   Branch:   Flat: Phone: +251-11-3713400    +251-11-3713965
Addis Ababa Women Children Affairs,Government Office City: Addis Ababa City  Kifle Ketema: Arada  Sefer: Amest Kilo Kebele: 01/02 Direction: Around St Mary Church   Building:   Branch:   Flat: Phone: +251-91-3333213
Addis Ababa Foam Factory Enterprise,Foam factory City: Addis Ababa City  Kifle Ketema: Akaki Kality  Sefer: Kality Kebele: 10/11 Direction: Near to crown hotel   Building:   Branch:   Flat: Phone: 251-11-4391570   251-11-4394664   251-91-1201940 Fax: 251-11-4390287 P.O.Box 22971
Addis Ababa Health Jornalists Initiative,Association City: Addis Ababa City  Kifle Ketema: Kirkos  Sefer: Kasanchis Kebele: 01/19 Direction: Inside Addis Ababa HIV Aids Mekotaterya Mekelakeya Biro   Building:   Branch:   Flat: Phone: +251-91-1602009
Addis Ababa Adventist Eye Clinic,Eye Clinic City: Addis Ababa City  Kifle Ketema: Arada  Sefer: Sidist Kilo Kebele: 01/02 Direction: Around Minilik Hospital   Building:   Branch:   Flat: Phone: +251-11-1237008
Addis Ababa Environment Protection Authority,Environment Protection Authority City: Addis Ababa City  Kifle Ketema: Bole  Sefer: Gurd shola Kebele: 01 Direction: Near Andinet International School   Building:   Branch:   Flat: Phone: +251-11-6463843/39
Society of Tour Operators In addis Ababa,Association City: Addis Ababa City  Kifle Ketema: Kirkos  Sefer: Ambassador Kebele: 01/19 Direction: Inside Ambassader Cinema   Building:   Branch:   Flat: Phone: +251-11-8622888   +251-91-3824752
Addis Ababa Bottle and Glass S.C,Bottle Factory City: Addis Ababa City  Kifle Ketema: Gulele  Sefer: Asco Kebele: 13/14 Direction: Around kawo.j.j Flour Factory   Building:   Branch:   Flat: Phone: +251-11-2702628   +251-11-2702430   +251-11-2702811 Fax: +251-11-2701130
Addis Ababa Science and Tecnology University,Science and Tecnology University City: Addis Ababa City  Kifle Ketema: Akaki Kality  Sefer: Kality Total Kebele: 01/03 Direction: Around Tirunash Beijing Hospital   Building:   Branch:   Flat: Phone: +251-11-8961441/42/43   +251-11-8592343
Addis Ababa Taxi Drivers Assocation,Association City: Addis Ababa City  Kifle Ketema: Kirkos  Sefer: Mexico Kebele: 01/19 Direction: In front of Bunana Shay   Building:   Branch:   Flat: Phone: +251-91-1707040   +251-91-2777740    +251-91-1667151
Addis Ababa City Transport Office,Transport Office City: Addis Ababa City  Kifle Ketema: Kirkos  Sefer: Mexico Kebele: 01/19 Direction: Infront of African Union   Building:   Branch:   Flat: Phone: +251-11-8699164   +251-11-8592271
Addis Ababa Cleaning Management Agency,Government Office City: Addis Ababa City  Kifle Ketema: Gulele  Sefer: Medhanialem School Kebele: 08/16 Direction: In front of Sami Building   Building:   Branch:   Flat: Phone: +251-11-2773784/89 Fax: +251-11-2773791 P.O.Box 56183
Addis Ababa Tannery S/C,Leather Factory City: Addis Ababa City  Kifle Ketema: Ledeta  Sefer: Tekur Anbessa Kebele: 12 Direction: Around Blak lion shell   Building: Georaco buliding   Branch:   Flat: 7th floor Phone: 251-11-5547186   251-11-5547185   251-91-1201450 P.O.Box 22498 Website/Email: aatan@ethionet.et
Asqual Tour and Travel,"City Tour of Addis Ababa (National Museum, Mount Entot …) Historical Tour, Cultural & Tribal Tour ,Pilgrimage Tour , Nature & Safari Tour, Trekking and Mountain Climbing Bird Watching, Fishing and Rafting City: Addis Ababa City  Kifle Ketema: Kirkos  Sefer: Peacock Kebele: 01/19 Direction: Near peacock Cafe   Building:   Branch:   Flat: Phone: +251-11-5159063   +251-91-1221596   +251-91-1234436 Fax: +251-11-5506028 P.O.Box 12822 Website/Email: info@asqualtours.com    estifanos@asqualtours.com    web:-www,asqualtours.com"
Institute for Security Studies,"Is a non profit reearch organizatio with a focus on human security in africa, its mission is to conceptualization , inform & enhance the human security debate on the continent with the offices in pretoria, cape town, nairobi and addis ababa City: Addis Ababa City  Kifle Ketema: Kirkos  Sefer: Flamingo Kebele: 02/03 Direction: Near Tom Tower Building   Building: Get House Building   Branch:   Flat: 5th Phone: 251-11-5156320/24/67/98 Fax: 251-11-5156449 P.O.Box 2329 Website/Email: addisababa@ssafrica.org    www.issafrica.org"
Addis Ababa City Administration Industry Development Office,Industry Development Office City: Addis Ababa City  Kifle Ketema: Kirkos  Sefer: Flamingo Kebele: 01/19 Direction: Behind Flamingo Resturant Inside Zerihun Desta Building   Building:   Branch:   Flat: Phone: +251-11-5573018   +251-11-5572985
Addis Ababa city Administration Health Bureau,Health Office City: Addis Ababa City  Kifle Ketema: Bole  Sefer: Megenagna Kebele: 01 Direction: Around Mulugeta Zeleke Building Inside Afarenesis Hotel   Building:   Branch:   Flat: Phone: +251-11-8699813   +251-11-8332502
Addis Ababa University College of Health Sciences,College of Health Sciences City: Addis Ababa City  Kifle Ketema: Ledeta  Sefer: Tekur Anbessa Kebele: 01/18 Direction: Inside Black Lion Hospital   Building:   Branch:   Flat: Phone: +251-11-8959055   +251-11-5156146 Fax: +251-11-5513099
Addis Ababa City Administration Culture and Tourism Bureau,Cultural and Tourism Office City: Addis Ababa City  Kifle Ketema: Arada  Sefer: Arat Kilo Kebele: 01/02 Direction: Infront Birhan ena Selam Printing Press On Kidus Plaza Building   Building:   Branch:   Flat: Phone: +251-11-1264425/05 Fax: +251-11-1264614 P.O.Box 8663 Website/Email: info@addisculture tourism.gov.et
The Zoological Natural History Musium Addis Ababa Universty,"Services provided Visiting , Access to research materials, Zoological library, Wildlife and nature film Shows City: Addis Ababa City  Kifle Ketema: Arada  Sefer: Arat Kilo Kebele: 01/02 Direction: In front of Kidest Mariam Collage   Building:   Branch:   Flat: Phone: +251-11-1236770 Fax: +251-11-1236769 P.O.Box 1176 Website/Email: zooinhm@yahoo.com    www.scaau.edu.et/museum/indxmuseum.htm/"
Addis Ababa City Resilience Project Office,Governmental Office City: Addis Ababa City  Kifle Ketema: Arada  Sefer: Arat Kilo Kebele: 01/02 Direction: Next To Jolly Bar Postal Office Building 4th Floor   Building:   Branch:   Flat: Phone: +251-11-1265313   +251-91-1138289
Addis Ababa Hotel Owners Trade Sectoral Association,Association City: Addis Ababa City  Kifle Ketema: Bole  Sefer: CMC Kebele: 01 Direction: Inside Ethiopian Economics Assocation Building   Building:   Branch:   Flat: Phone: +251-11-6675808
Bako and Addis Ababa Vision for the Blind and the Need Association,NGO City: Addis Ababa City  Kifle Ketema: Arada  Sefer: Sidist Kilo Kebele: 01/02 Direction: In front of Yekatit 12 School   Building:   Branch:   Flat: Phone: +251-91-3141242
Addis Ababa University Akal Gudategneoch Mahber,Association City: Addis Ababa City  Kifle Ketema: Arada  Sefer: Sidist Kilo Kebele: 01/02 Direction: Inside Addis Ababab University   Building:   Branch:   Flat: Phone: +251-91-3043008
Addis Ababa University Employees Saving and Credit P.L.C,Employees Saving and Credit City: Addis Ababa City  Kifle Ketema: Arada  Sefer: Sidist Kilo Kebele: 01/02 Direction: In side Addis Ababa University Sidest Kilo   Building:   Branch:   Flat: Phone: +251-11-1225951 P.O.Box 1176
