branch,city,kifle_ketema,direction,building,flat,phone,name
,Addis Ababa City,Arada,Sidist Kilo Kebele: 01/02,In side Addis Ababa University Sidest Kilo,,+251-11-1225951 P.O.Box 1176,Addis Ababa University Employees Saving and Credit P.L.C
,Addis Ababa City,Arada,Sidist Kilo Kebele: 01/02,Around International Leadership Institiute,,+251-11-1222562,Addis Ababa University Access To Justice Project
,Addis Ababa City,Arada,Piassa Mazegaja Kebele: 01/02,On Mazegaja Building,,+251-11-1575733,Addis Ababa City Administration Mayor Office
,Dire Dawa City,Dire Dawa,Kezira Kebele: -,Around Dire dawa micro finanas,,+251-25-1113082,Addis Ababa Chamber of Commerce and Sectoral Associations
,Addis Ababa City,Kirkos,Mexico Kebele: 01/19,Around African Union,,+251-11-5150171    +251-11-5157631,City Goverment of Addis Ababa Prodactivity Improvment Center
,Addis Ababa City,Arada,Piassa Mazegaja Kebele: 01/02,Inside Mazegaja Bet Biro No. 204,,+251-11-1577163   +251-11-1568772,Addis Ababa Information Technology Development Agency
,Addis Ababa City,Arada,Piassa Mazegaja Kebele: 01/02,On Mazegaja Building,,+251-11-1561868,Addis Ababa City Administration Vice Mayor Office
,Addis Ababa City,Arada,Kidiste Mariam Church Kebele: 07/08,Infront of National Museum Addis Ababa Youth and Sport Commission Building 5th floor,,,Addis Ababa City Administration Youth and Sport Commission
,Addis Ababa City,Arada,Kidiste Mariam Church Kebele: 01/02,Inside Wetatoch and sport Building 7th Floor,,+251-11-8592184   +251-11-8592187/89,Addis Ababa Technical and Vocational Training Agency
,Addis Ababa City,Bole,Ambessa Garage Kebele: 01,Near DHL Express,,+251-91-1717272   +251-91-1975050   +251-91-1229477,Addis Ababa Car Purchase Sales & Rental PLC
,Addis Ababa City,Arada,Giyorgis Kebele: 01/02,Infront Of St.George Church Next To Addis Ababa Fire and Emergency Prevention Building,,+251-11-1576820,Addis Ababa City Administration Cobblestone Project Office
,Addis Ababa City,Yeka,Yeka Abado Kebele: 01/02,Around Sara Ampol,,+251-11-8967891,Addis Ababa Housing Construction Project Office
,Addis Ababa City,Arada,Piassa Kebele: 01/02,In front of Mehamud music shop,3rd floor,+251-11-1550161   +251-11-1578205 Fax: +251-11-1553755,Addis Ababa City Administration Trade Office
,Addis Ababa City,Ledeta,Senga Tera Kebele: 01/18,In Front of 40/60 Condominium,,,Addis Ababa City Administration Investment Agency
,Addis Ababa City,Arada,Sidist Kilo Kebele: 01/02,Around coffee house,Ground Floor,+251-91-1160881   +251-91-2080021,Voulentry Association of Mobility Challenged People in Addis Ababa
,Addis Ababa City,Addis Ketema,Mesalemya Kebele: 01/02/03,Around Ehil Berenda,,+251-11-2769175,Addis ketema Health Center
Sefere Selame Branch,Addis Ababa City,Addis Ketema,Sefere Selam Kebele: 01/02/03,In Front of Ethio Tebib Hospital,,+251-11-1750033,Addis International Bank
,Addis Ababa City,Addis Ketema,Autobis Tera Kebele: 13/15,Around Autobis tera,,251-11-2763814 P.O.Box 1773,Addis Ketema Secondary School
,Addis Ababa City,Addis Ketema,Autobis Tera Kebele: 01/02/03,Near KM Hotel,,251-11-2132864,Addis General Hospital Pharmacy
,Addis Ababa City,Addis Ketema,Habetgiorgis/Abakoran Kebele: 01/02/03,Around Raguale Church,,251-11-2761882   251-11-2763792   251-91-1216390 Fax: 251-11-2773225 P.O.Box 1069 Website/Email: Akasf@ethionet.et,Addis Ketema Sweets Factory
,Addis Ababa City,Addis Ketema,Habetgiorgis/Abakoran Kebele: 01/02/03,Around Raguale Church,,251-11-6533529   251-11-2788373   251-91-1229244 P.O.Box 12598 Website/Email: jemaredi22@yhoo.com,Addis Techno Shutter
,Addis Ababa City,Nefassilk Lafto,Kera Kebele: 10/18,Around Pepsi Bridge,,251-11-4421175/76   251-11-1207430   251-91-1226745 Fax: 251-11-4424727 P.O.Box 7153,Scapam P.l.c
,Addis Ababa City,Kirkos,Hayahulet Mazoria Kebele: 01/19,In front of Saay Cafe,,251-11-6611151   251-91-1524045/46 Fax: 251-11-6611153 P.O.Box 424/1250 Website/Email: info@insightethiopiatours.com    web:-www.insightethiopiatours.com,Insight Ethiopia Tours
,Addis Ababa City,Kirkos,Ambassador Kebele: 01/19,Near Ministry of National Defense Inside papasinos Building,,+251-11-5581179,City Government of Addis Ababa Beautification Park and Samanter Development and Administration Agency
,Addis Ababa City,Gulele,Paulos Hospital Kebele: 01/02,Around Commercial Bank Of Ethiopia,,,Addis Ababa City Administration Dry Waste Recycling and Removal Project Office
,Addis Ababa City,Arada,Piassa Giorgis Kebele: 01/02,Addis Ababa Fire and Emergency Prevention Building 2nd Floor,,+251-11-1564909,Addis Ababa City Administration Integrated Land Information Center
,Addis Ababa City,Arada,Piassa Giorgis Kebele: 01/02,Addis Ababa Fire and Emergency Prevention Building 2nd Floor,,+251-11-1266588,Addis Ababa City Administration Urban Landholding Registration And Information Agency
,Addis Ababa City,Arada,Piassa Mazegaja Kebele: 01/02,Mazegaja Building Ground Floor,,+251-11-8691019,Addis Ababa City Administration Construction Permit and Control Authority
Adise Abba(Main Branch),Addis Ababa City,Kirkos,Meskel Adebabay Kebele: 05/06/07,Meskel Squre,Ground Floor and 5th Floor,+251-11-5548800   +251-11-5544831   +8676 P.O.Box 101011 Website/Email: selam.bus@ethionet.et    web:-www.selambus.com,Selam Public Transport (Selam Bus)
,Mekelle City,Mekelle,Mekelle Hospital Kebele: 07,Near Mekelle Hospital,,251-34-4401086/87,Hawelti Hotel
,Mekelle City,Mekelle,Mekelle Hospital Kebele: -,Near Commercial Bank,,+251-34-4410857,Josi Dental Clinic
,Mekelle City,Mekelle,Mekelle Hospital Kebele: 01,Around Mekelle Hospital,,+251-34-4412138,Heran Hotel
,Mekelle City,Mekelle,Mekelle Hospital Kebele: 07,Around Heran Hotel,,+251-34-4416293,Befkadu General Material
,Bahir Dar City,Bahir Dar,Felege hiwot Hospital Kebele: -,Near Felege Hiwot Riferal Hospital,,+251-58-2221125,Fistula Hospital
,Mekelle City,Mekelle,Airport Kebele: 09,Ardi zone Inside Endayesus Campass,,251-34-4410968/4409228 Fax: 251-34-4409304 Website/Email: gualmitiku@yahoo.com,Mekelle Univerisity
,Mekelle City,Mekelle,Demariam Kebele: -,Yedero Wehiny bet,,+251-34-4410193   +251-34-4415128 Fax: +251-34-4410191   +251-34-4400025,Mekelle Administration
,Mekelle City,Mekelle,05 kebele Kebele: 01,Around Immigration   House No.: 999999,,+251-34-4410788,Mekelle Physiotherapy
,Mekelle City,Mekelle,18 Kebelle Kebele: -,Around Adiventist School Around Commercial Bank,,+251-91-4703435,Mekelle Hotel
Asebe Teferi Branch,Asebe Teferi City,Asebe Teferi,Red Cross Kebele: 01,Near Red Cross,,+251-25-5512022,Nyala Insurance S.C
Mehal Bahir Dar Branch,Bahir Dar City,Bahir Dar,Sefere Selam Kebele: -,In Front of Melat Cafe,,+251-58-2220211,United Bank S.C
Hageremariam Branch,Hageremariam City,Bule Hora,Menaharia Kebele: 01,Around Menaharia Abenezer Building,,+251-91-6850718 P.O.Box 11801 Website/Email: www.ambassadorgarment.com    ambassadorgarment@gmail.com,Ambassador Garment & Trade P.l.c
Kobo Branch,Qobo City,Qobo,Ginb Kebele Kebele: 02,In front of Buna Bank,,+251-33-3340375   +251-33-3340362,Abay Bank
Shire Endadilassie Branch,Shire Endaslassie City,Shire Endaslassie,Menaharia Kebele: 01,Shire Endadilassie,,+251-34-2443709,Zemen Bank S.C
Professor Yalemtsehay Mekonnen Branch  Working Hour: From Monday- Saturday 8:00Am -6:00 Pm,Addis Ababa City,Arada,Berhanena Selam Matemia Kebele: 01/02,Infront Of Tourist Hotel On CPU College Building,,+251-11-1263347   +251-11-1263894 P.O.Box 18401,Enat Bank
,Mekelle City,Mekelle,Abrha Calstil Kebele: -,In front of Abereha Castele Hotel,,+251-34-4410708,Mekelle Stastics Branch
,Mekelle City,Mekelle,Hayder Hospital Kebele: -,Near Lemelem Flour Factory,,+251-34-4409424   +251-34-4409422,Mekelle National Meterological
,Mekelle City,Mekelle,Ketema Lemat Kebele: 15,Near Nigid Miker bet,,251-34-4400111,Mekelle Public Drug Store
,Mekelle City,Mekelle,Endayesus Kebele: -,Around Airport,,+251-34-4409228,Mekelle University (Main Branch)
,Mekelle City,Mekelle,laki Ilala Kebele: 01,Behind sur construction,,+251-34-4417492   +251-91-4733207,Mekelle Institute of Technology
,Mekelle City,Mekelle,Betemengest Kebele: -,In front of Betemengist,,+251-34-4409001/02,Mekelle City Housing and Dev't Agency
,Mekelle City,Mekelle,Kedamay Weyane Gebeya Kebele: -,Near Educational Office,,+251-34-4410367,Mekelle Trader Women Enterprise Association
,Mekelle City,Mekelle,Kebele 03 Kebele: 03,Behind Agaze Building,,+251-34-4407336,Mekelle Town Water Supply& Sewerge
,Mekelle City,Mekelle,05 kebele Kebele: 05,Around Sur Construction,,+251-34-4417491/92   +251-91-4733207,Mekelle Instutution Of Tecnology(Tissue Cultural )
,Mekelle City,Mekelle,Atse Yohnnes Kebele: 11,Around Milano Hotel,,+251-34-4415460,Mekelle Urben Land Enviroment Conservation Enterprise
,Mekelle City,Mekelle,Betemengest Kebele: 01,Near Mesfin Engineering,,+251-34-4408976,Tigray Water Works Constraction Enterprise
,Mekelle City,Mekelle,Betemengest Kebele: -,Behind Adulis Hotel,,+251-34-4401061,City Translation Center
,Mekelle City,Mekelle,Menaharia Kebele: 09,Near Menaharia,,251-34-4415255,Atse Kaleb Hotel
,Mekelle City,Mekelle,Menaharia Kebele: 09,In front of Menaharia,,251-34-4410360,Merkeb Hotel
,Mekelle City,Mekelle,Menaharia Kebele: -,In front of Agazi Bank,,+251-34-4400769   +251-34-4409360 Fax: +251-34-4407462,Tigray Regional Communication Affairs Office
,Mekelle City,Mekelle,Menaharia Kebele: -,In front of Milan Hotel,,+251-34-4400193   +251-34-4408831 Fax: +251-34-4404516 P.O.Box 25 Website/Email: tigraicommissionpolice@yahoo.com,Tigray Regional State of Police Commission
,Mekelle City,Mekelle,Menaharia Kebele: 01,Around Tourist Hotel,,+251-34-4416407,Solomon Kiros Jewelery
,Mekelle City,Mekelle,Menaharia Kebele: -,Near Milanu Hotel,,+251-34-4402648,Pan Africa Gelobal Ethiopia
,Mekelle City,Mekelle,Menaharia Kebele: -,Around Kidane Meheret Church,,+251-34-4405270,Aman Higher Clinic
Dila Branch,Dilla City,Dilla,Postrandevu Kebele: 02,Neaer Dememu Building,,+251-46-3312497 Fax: +251-46-3312498,Nice Insurance Campany S.C (National Insurance)
,Mekelle City,Mekelle,Atse Yohnnes Kebele: 14,From Atse Yohannes Museum 50 M,,251-34-4406760/61,Atse Yohannes Hotel
,Mekelle City,Mekelle,Atse Yohnnes Kebele: 15,In front of Selina Electronics,,251-34-4407430,Lukas Pharmacy
,Mekelle City,Mekelle,Atse Yohnnes Kebele: -,In front of Dove Cafe,,+251-34-4406043 Fax: +251-34-4404301,Tigray Regional Higher Court
,Mekelle City,Mekelle,Atse Yohnnes Kebele: 01,Near Africa Insurance,,+251-34-4410271,Bora Constraction
,Mekelle City,Mekelle,Atse Yohnnes Kebele: 01,Behind Wegagen Bank,,+251-34-4416471,Z Spare Part
,Mekelle City,Mekelle,Atse Yohnnes Kebele: 01,In front of KD Mobile Maintenance,,+251-34-4413521,Teklay Desta
,Mekelle City,Mekelle,Atse Yohnnes Kebele: 01,Around Awash Insurance,,+251-34-4416482,Fraol Spare Part
,Mekelle City,Mekelle,Atse Yohnnes Kebele: 01,In front of Desta Printing,,+251-34-4415716,Fetan Spare Part
,Mekelle City,Mekelle,Atse Yohnnes Kebele: 01,Near Rohobot Music Shop,,+251-34-4411233,Ekid Spare Part
,Mekelle City,Mekelle,Atse Yohnnes Kebele: 01,Around Tgray Hotel,,+251-34-4416414,Aschalew Spare Part
,Mekelle City,Mekelle,Atse Yohnnes Kebele: -,In front of Tigray City Police Commission,,+251-91-4300825   +251-91-1247756,Milano Hotel
,Mekelle City,Mekelle,Atse Yohnnes Kebele: 01,Around Atse Yohannes Muzieum,,+251-34-4400999   +251-91-1200817   +251-11-5543359 Website/Email: admin@tdaint.org,Tigraie Development Assoiation
,Mekelle City,Mekelle,Atse Yohnnes Kebele: 09,In Front of Milano Hotel,,+251-34-4400030,Atse Yohannes Secondary School
,Mekelle City,Mekelle,Atse Yohnnes Kebele: -,Around Atse Yohannes Hotel,,+251-34-4407308,Cultural Association Of Tigray
,Mekelle City,Mekelle,Atse Yohnnes Kebele: 16,Around Milano Hotel,,+251-34-4410771,Zemenawi Printing Press
,Mekelle City,Mekelle,Mezegaja Bet Kebele: 01,Around Nigd Bank,,+251-34-4413722   +251-34-4413764   +251-34-4413370   +251-91-4708086,The Yordanos Hotel
,Mekelle City,Mekelle,Mezegaja Bet Kebele: 01,In front of Agaazi Bank,,+251-34-4400668,Seti Hotel
,Mekelle City,Mekelle,Mezegaja Bet Kebele: -,Around Mesetedader Office,,+251-34-4410051 Fax: +251-34-4407375,Civil Service Office (mekela)
,Mekelle City,Mekelle,Romanat Music Shop Kebele: -,Around Yordanos Restaurant,,+251-34-4401414,Girmay Wereta Stationery
,Mekelle City,Mekelle,Romanat Music Shop Kebele: 01,Around Milano Hotel,,+251-34-4402698,Tadesse Hagos Hotel
,Mekelle City,Mekelle,Romanat Music Shop Kebele: -,In front of Commercial Bank,,+251-34-4402461,Kessati Birhan School
,Mekelle City,Mekelle,Romanat Music Shop Kebele: 01,In front of Hibret Bank,,+251-34-4403535,Solomon Mohammed
,Mekelle City,Mekelle,Romanat Music Shop Kebele: -,Near Photo Desta,,+251-34-4406988,Tigray Education Office
,Mekelle City,Mekelle,Romanat Music Shop Kebele: -,Near Educational Office,,+251-34-4413960,Bazen Book Shop
,Mekelle City,Mekelle,Romanat Music Shop Kebele: -,Near Axum Electronics,,+251-34-4407909,Fereweyne Spare Part
,Mekelle City,Mekelle,Romanat Music Shop Kebele: 13,Around Wereqe Batoche,,+251-34-4409979,Muse Electronics
,Mekelle City,Mekelle,Romanat Music Shop Kebele: 11,Near Commercial Bank of Ethiopia Romanat Branch,,+251-34-4402148,Power General Electronics
,Mekelle City,Mekelle,Romanat Music Shop Kebele: 16,Near Tadesse Hagos Hotel,,+251-34-4410587,Romanat Electronics
,Mekelle City,Mekelle,Romanat Music Shop Kebele: 11,Near Commercial Bank of Ethiopia Romanat Branch,,+251-34-4416864,Axumite International Pharmaceutical Trading P.L.C
,Mizan Tefri City,Mizan Tefri,Berhan Hotel Kebele: 01,Near Berhan Hotel(Mizan Teferi Branch),,251-47-3350277 Fax: 251-47-3351654,Ethiopian Insurance Corporation
,Mekelle City,Mekelle,Sheba Collage Kebele: 16,Around Sheba Collage,,251-34-4406675,Ras Hotel Alula Abanega Hotel
,Mekelle City,Mekelle,Sheba Collage Kebele: -,Inside Trans Ethiopian,,+251-34-4410446 Fax: +251-34-4404178,Experss Transit
,Mekelle City,Mekelle,Sheba Collage Kebele: -,Around Sheba Collage,,+251-91-4314956,Lum Trading
,Mekelle City,Mekelle,Sheba Collage Kebele: 17,Near Sheba Business Collage,,+251-34-4407764,Yaine Beauty Training Center
,Mekelle City,Mekelle,Nigid Bank Kebele: 01,In front of Garad Building,,+251-34-4419396,Welawl General Trade P.L.C
,Mekelle City,Mekelle,Kedamay Weyane Gebeya Kebele: 11,Around Mesgid,,251-34-4404692,Dr.Amanuel Clinic
,Mekelle City,Mekelle,Kedamay Weyane Gebeya Kebele: 11,Near kedamay weyane gebeya,,251-34-4401113,St.Rufeal Rural Drug Store
,Mekelle City,Mekelle,Kedamay Weyane Gebeya Kebele: 01,In front of Huda Flour Shop,,+251-34-4401552,Yared Building Material Shop
,Mekelle City,Mekelle,Kedamay Weyane Gebeya Kebele: 03,Around Yared Building Material Shop,,+251-34-4414280,WS Building Material Shop
,Mekelle City,Mekelle,Kedamay Weyane Gebeya Kebele: 03,In front of Buna Bank,,+251-34-4407243,Welwalo Building material Shop
,Mekelle City,Mekelle,Kedamay Weyane Gebeya Kebele: -,Inside Kedamay Weyane Building,,+251-91-4000194,Solomon Gidey Construction
,Mekelle City,Mekelle,Kedamay Weyane Gebeya Kebele: -,Inside Abyssinia Bank,,+251-91-4300139,Meaza Hailu Contractors
Kobo Branch,Qobo City,Qobo,Ginb Kebele Kebele: 02,Near Hulegeb Hall,,+251-33-3341274/75    +251-33-1130168   +251-33-1130234,Buna International Bank S.C.
,Mekelle City,Mekelle,Kedamay Weyane Gebeya Kebele: 01,In Front of Sheba Business Collage,,+251-91-4701946,Kemsandana Import P.L.C
,Mekelle City,Mekelle,Kedamay Weyane Gebeya Kebele: -,Around Kedamay Weyane Branch,,+251-91-4300275,Zakerma General Import and Export
,Mekelle City,Mekelle,Kedamay Weyane Gebeya Kebele: 01,In front of Atse Yohans School,,+251-34-4414884,Data Printing Press P.L.C
,Mekelle City,Mekelle,Kedamay Weyane Gebeya Kebele: 14,Near Mekelle Cafe,,+251-34-4401634,Gebre Gebresilase Building Materials
,Mekelle City,Mekelle,Kedamay Weyane Gebeya Kebele: -,Near Addis International Bank Mekelle Branch,,+251-34-4408946,Harmaz Building Materials
,Mekelle City,Mekelle,Kedamay Weyane Gebeya Kebele: -,In Front of Qedamawi Weyane Building,,+251-34-4415992,Husena Building Material
,Dire Dawa City,Dire Dawa,Kezira Kebele: -,Infront of Contnetal Hotel,,+251-25-1113327,Omedad P.l.c.
Head Office,Addis Ababa City,Arada,Berhanena Selam Matemia Kebele: 17,Near Berhanena Selam Matemia,3rd Floor,+251-11-1576054   +251-11-1574723,Buna Insurance S.C
,Mekelle City,Mekelle,Industrial zone Kebele: -,Around Hamiday,,+251-34-4404950/51 Fax: +251-34-4404949 Website/Email: unalpha@ethionet.et,Nile Gabion Factory(United Alpha Commercial P.l.C)
,Dire Dawa City,Dire Dawa,Megala Kebele: -,In front of Dashen Bank,,+251-25-1112120,Niyala Hotel
,Axum City,Axum,Tabia Hayelom Kebele: 01,Around Tishon mariam church,,+251-34-7753700/01,Africa Hotel
,Mekelle City,Mekelle,Airport Kebele: 01,Around Mariam Church,,+251-34-4420279,Biruh Tesfa HIV Postive Association Tigray
,Mekelle City,Mekelle,Abrha Calstil Kebele: 18,Behind Abreha Castil,,251-34-4408000   251-91-4700535 P.O.Box 577,Fisum Birhan Hospital
,Mekelle City,Mekelle,Abrha Calstil Kebele: -,Around Commertial Bank,,+251 34-4406555,Abreha Castel Hotel
,Mekelle City,Mekelle,Tourist Hotel Kebele: 01,In front of Tourist Hotel,,+251-34-4414998,Lalibela Jewellary
,Mekelle City,Mekelle,Tourist Hotel Kebele: 01,Near Wendemamachoch Shop,,+251-34-4405364,Betelhem Jewellary Shop
,Mekelle City,Mekelle,Tourist Hotel Kebele: 01,In front of Lalibela Jewellary,,+251-34-4402668,Redaie Kiros Jewellary
,Mekelle City,Mekelle,Tourist Hotel Kebele: 01,Around Tourist Hotel,,+251-34-4418378,Zufan Redi
,Mekelle City,Mekelle,Tourist Hotel Kebele: 01,In front of Abyssinia Bed Room,,+251-34-4408275,Enderta Jewellary
,Mekelle City,Mekelle,Tourist Hotel Kebele: 01,In front of Zufan Gold Shop,,+251-34-4409363,Abyssinia Gold Shop
,Mekelle City,Mekelle,Tourist Hotel Kebele: 01,In front of Concord Hotel,,+251-34-4401536,Brihane Gebre Selase Jewelery
,Mekelle City,Mekelle,Tourist Hotel Kebele: 01,In front of Lalibela Gold Shop,,+251-34-4404060,Alganesh Jewelery
,Mekelle City,Mekelle,Tourist Hotel Kebele: 11,In Side Enderta Building,,+251-34-4410809,Tigray Farmers Assocation
,Mekelle City,Mekelle,Hawuzen Adebabaye Kebele: 01,Near Meaza Furniture,,251-34-4418525,Dr. Mekonnen Clinic
,Mekelle City,Mekelle,Hawuzen Adebabaye Kebele: 12,Near post Office,,251-34-4409944,Meskerem Clinic
,Mekelle City,Mekelle,Hawuzen Adebabaye Kebele: -,In front of hawuzen Adebabay,,251-34-4401448,Beza Higher Clinic
,Mekelle City,Mekelle,Hawuzen Adebabaye Kebele: 11,In front of Mihiret Pharmacy,,251-34-4404501,Millennium Pharemacy
,Mekelle City,Mekelle,Hawuzen Adebabaye Kebele: 12,In front of hawuzen Adebabay,,251-34-4403909,Ambassador Pharmacy
,Mekelle City,Mekelle,Hawuzen Adebabaye Kebele: 11,In front of Hwuzen Adebabay,,251-34-4400944 Fax: 251-34-4401083,Mekele Post Office
,Mekelle City,Mekelle,Hawuzen Adebabaye Kebele: 03,In front of Teklehaymanot Church,,+251-91-4030467   +251-91-4031140,Artist Eyasu Berhe Women Fighters Association
,Mekelle City,Mekelle,Hawuzen Adebabaye Kebele: -,Around Life Electronics,,+251-34-4408401,Abreha Teruneh Glass Work
,Mekelle City,Mekelle,Hawuzen Adebabaye Kebele: -,Near Post Office   House No.: 999999,,+251-34-4409083,Aragawi Electronics
,Mekelle City,Mekelle,Hawuzen Adebabaye Kebele: -,In Front of Post Office,,+251-34-4414060,Bilale Traditional Clouse
,Mekelle City,Mekelle,Hawuzen Adebabaye Kebele: -,In Front of Hakfen Dental Clinic,,+251-34-4415144,Amanuel Wolde Selassie House Hold and Office Furniture Factory
,Mekelle City,Mekelle,Hawuzen Adebabaye Kebele: -,Near Mariam Church,,+251-34-4408633,Million House Hold and Office Furniture
,Mekelle City,Mekelle,Hawuzen Adebabaye Kebele: -,In Front of Post Office,,+251-34-4407078,Nardos Kombolcha Textile Shop
,Mekelle City,Mekelle,Hawuzen Adebabaye Kebele: -,Near Ethiopia Hotel,,+251-34-4402286,Photo Cinelux
